Ivory	Fate	Sensei		Tetsuo Sensei
Ivory	Fate	Sensei		Todori Sensei
Ivory	Fate	Spell		Ancestral Aid
Ivory	Fate	Spell		Deafening Thunder
Ivory	Fate	Spell		Fire and Air
Ivory	Fate	Spell		Fueling the Flames
Ivory	Fate	Spell		In Awe of the Earth
Ivory	Fate	Spell		Overwhelming Power
Ivory	Fate	Spell		Secrets on the Wind
Ivory	Fate	Spell		Seeking the Way
Ivory	Fate	Spell		Servitors of Stone
Ivory	Fate	Spell		Shielded by Tempest
Ivory	Fate	Spell		Suitengu's Embrace
Ivory	Fate	Spell		Summon Undead Champion
Ivory	Fate	Spell		Touch of Death
Ivory	Fate	Spell		Touch the Emptiness
Ivory	Fate	Spell		Walking the Way
Ivory	Fate	Spell		Ward of Air
Ivory	Fate	Spell		Words of Consecration
Ivory	Fate	Strategy		A Champion's Strike
Ivory	Fate	Strategy		A Champion's Tactics
Ivory	Fate	Strategy		A Ready Soul
Ivory	Fate	Strategy		A Stout Heart
Ivory	Fate	Strategy		Advance Warning
Ivory	Fate	Strategy		Aligned with the Elements
Ivory	Fate	Strategy		Ambush
Ivory	Fate	Strategy		Ambush Pits
Ivory	Fate	Strategy		Army Like a Tide
Ivory	Fate	Strategy		Ascendance
Ivory	Fate	Strategy		Back to the Front
Ivory	Fate	Strategy		Banish All Shadows
Ivory	Fate	Strategy		Blanketed Forest
Ivory	Fate	Strategy		Blind Honor
Ivory	Fate	Strategy		Block Supply Lines
Ivory	Fate	Strategy		Come One at a Time
Ivory	Fate	Strategy		Confusion at Court
Ivory	Fate	Strategy		Contentious Terrain
Ivory	Fate	Strategy		Coward!
Ivory	Fate	Strategy		Defensive Grill
Ivory	Fate	Strategy		Destiny Has No Secrets
Ivory	Fate	Strategy		Determined Challenge
Ivory	Fate	Strategy		Discretionary Valor
Ivory	Fate	Strategy		Disrupting the Rhythm
Ivory	Fate	Strategy		Do Not Delay!
Ivory	Fate	Strategy		Encircled Terrain
Ivory	Fate	Strategy		Everpresent Fear
Ivory	Fate	Strategy		Faint Praise
Ivory	Fate	Strategy		Fall Back!
Ivory	Fate	Strategy		Favors
Ivory	Fate	Strategy		Feared Duelist
Ivory	Fate	Strategy		Fearful Volley
Ivory	Fate	Strategy		Final Sacrifice
Ivory	Fate	Strategy		Flashy Technique
Ivory	Fate	Strategy		Focus
Ivory	Fate	Strategy		For the Fallen
Ivory	Fate	Strategy		Higher Ground
Ivory	Fate	Strategy		Imperial Summons
Ivory	Fate	Strategy		In Stillness, Forge the Soul
Ivory	Fate	Strategy		Incapacitated
Ivory	Fate	Strategy		Inexplicable Challenge
Ivory	Fate	Strategy		Insight
Ivory	Fate	Strategy		Inspired Devotion
Ivory	Fate	Strategy		Investigation
Ivory	Fate	Strategy		Journey's End
Ivory	Fate	Strategy		Kharmic Strike
Ivory	Fate	Strategy		Men of Cunning
Ivory	Fate	Strategy		Mist
Ivory	Fate	Strategy		My Lord's Favor
Ivory	Fate	Strategy		Oath of Fealty
Ivory	Fate	Strategy		Okura Is Released
Ivory	Fate	Strategy		Open Emotion
Ivory	Fate	Strategy		Oppression
Ivory	Fate	Strategy		Pack Tactics
Ivory	Fate	Strategy		Palm Strike
Ivory	Fate	Strategy		Ramifications
Ivory	Fate	Strategy		Reprisal
Ivory	Fate	Strategy		Resist Magic
Ivory	Fate	Strategy		Ruthless Determination
Ivory	Fate	Strategy		Sanctioned Duel
Ivory	Fate	Strategy		Sneak Attack
Ivory	Fate	Strategy		Soul's Sacrifice
Ivory	Fate	Strategy		Stand Or Run
Ivory	Fate	Strategy		Strength of my Father
Ivory	Fate	Strategy		Sudden Movement
Ivory	Fate	Strategy		Swift Sword Cut
Ivory	Fate	Strategy		The Company You Keep
Ivory	Fate	Strategy		The Greater Threat
Ivory	Fate	Strategy		The Sun Returns
Ivory	Fate	Strategy		The Turtle's Shell
Ivory	Fate	Strategy		The Wrath of Osano-Wo
Ivory	Fate	Strategy		Today We Die
Ivory	Fate	Strategy		Tonfajutsu
Ivory	Fate	Strategy		Treachery and Deceit
Ivory	Fate	Strategy		Unassailable Defense
Ivory	Fate	Strategy		Uncertainty
Ivory	Fate	Strategy		Uncovering the Culprit
Ivory	Fate	Strategy		Unwelcome Supervision
Ivory	Fate	Strategy		Versatile Army
Ivory	Fate	Strategy		Vigilant Eyes
Ivory	Fate	Strategy		Wary Peace
Ivory	Fate	Strategy		Weakness Exposed
Ivory	Fate	Strategy		Wheels within Wheels
Ivory	Fate	Strategy		Wounded in Battle
Ivory	Fate	Stronghold		Gates of the Second City
Ivory	Fate	Stronghold		The Eternal Temple of the Phoenix
Ivory	Fate	Stronghold		The Exquisite Palace of the Crane
Ivory	Fate	Stronghold		The Fruitful Port of the Mantis
Ivory	Fate	Stronghold		The Golden Plains of the Unicorn
Ivory	Fate	Stronghold		The Honorable Garrison of the Lion
Ivory	Fate	Stronghold		The Impregnable Fortress of the Crab
Ivory	Fate	Stronghold		The Remote Monastery of the Dragon
Ivory	Fate	Stronghold		The Shadowed Estate of the Scorpion
Ivory	Fate	Stronghold		The Sinister Citadel of the Spider
